Word	English	MTB Examples	BT Examples MN	BT Examples EN	BT Examples	audio	Count	ID
бэлтгэл	preparation	- Бэхэлгээний модны нөөц бэлтгэл бага байна.				[sound:20059.mp3]	1696	20059
яг	precisely	"Хөөрхөн хөлдөө яг таарсан гялгар хар шаахай өмсжээ.
Яг гурав хоноод, Хас өглөө эртлэн босов
 Явчтай Тайзугийн асар сүртэйг үзээд агшин зуур ухаан балраад сөгд сөгдсөөр нэгмөсөн дуу гарч чадахгүй болоод яг таг болов.
Эх нь ч яг хийсэн сүрхий авгай байлаа."	яг таг дүн	a precise amount	<p>яг адилхан: just the same</p><p>яг хүссэн байдлаар: just what the doctor ordered</p><p>яг адилхан байх: an exact likeness</p><p>яг таг дүрслэх: an exact description</p><p>яг таарсан дүн: the exact sum</p><p>яг таг дүн: a precise amount</p>	[sound:138472.mp3]	1687	138472
гүйцэтгэх	to execute	"Ирсэн төлөөлөгч аймгийн гүйцэтгэх захиргаа, намын хороогоор орж уг асуудалтай танилцав.
 Хөнгөн тэргээр отрядын төвөөс тусгай тасгийн дарга Дэлгэр, зураг авдаг, шинжилгээ хийдэг хоёр гүйцэтгэх ажилтан бас отрядын эмч нар ирсэн байлаа.
Үүнийг зөвхөн би л хийж чадах, чадахаар ч барахгүй заавал гүйцэтгэх үүрэг болгон өөртөө хүлээв.
 Заяат чи ажлыг яг өнөөдрийн дотор хийж гүйцэтгэх хэрэгтэй."	хийж гүйцэтгэх	carry sth. out	<p>гүйцэтгэх захиргаа: the execute Branch</p><p>хийж гүйцэтгэх: carry sth. out</p>	[sound:27302.mp3]	1678	27302
халдварт	contagious		халдварт өвчин	a communicable disease	<p>халдварт өвчин: a contagious disease</p><p>халдварт өвчин дэлгэрэх: outbreak of infectious diseases</p><p>бэлгийн замын халдварт өвчин: sexually transmitted infectious disease</p><p>халдварт өвчин: a communicable disease</p>	[sound:104449.mp3]	1677	104449
нэмэгдүүлэх	to add	Одоо цэргийн хүчийг нэмэгдүүлэн биднийг сүрдүүлэх боллоо.	нөөцийг нэмэгдүүлэх	the build-up of resources	<p>өмч хөрөнгөө нэмэгдүүлэх: to enhance one's property</p><p>малын ашиг шимийг нэмэгдүүлэх: increase animal productivity</p><p>үйлдвэрийн эзэдтэй хэлэлцсэний дагуу цалинг нэмэгдүүлэх: negotiated wage increase</p><p>үнэ нэмэгдүүлэх: to raise prices</p><p>импортын гаалийн тарифыг нэмэгдүүлэх: to raise tariffs on imports</p><p>цалин хөлс нэмэгдүүлэх: to raise wages</p><p>үйлдвэрлэлийг нэмэгдүүлэх төлөвлөгөө: plans to boost production</p><p>хүч нэмэгдүүлэх: soup sth. up</p><p>үнэ нэмэгдүүлэх: put up to</p><p>тоог тодорхой хэмжээнд хүртэл нэмэгдүүлэх: bring up to</p><p>нөлөөг нэмэгдүүлэх: to heighten an effect</p><p>хурцадмал байдлыг нэмэгдүүлэх: to heighten the tension</p><p>нөөцийг нэмэгдүүлэх: the build-up of resources</p>	[sound:65372.mp3]	1653	65372
шинж	behavior	" Буянцай сандарсхийвч биеэ барьж, зориуд ядарсан шинж гарган эвшээв.
Бүсгүйд нэгэн зүйл бодол төрж, гэзгээ далдлаад эрийн шинжийг илтгэхээр эмээл дээрээ хөндөлдөн сууж, ташуур өгөн хатируулсаар айлын өвөлжөөнд тулан очлоо.
 Харин үүнээс өөр тулалдаан болсны шинж тэмдэг даан ч алга, ер нь хэн нэгний нь хацар ч шалбараагүй бололтой.
Энэ бол тэд сандарч тэвдсэн юмгүй тайван, тэгэхдээ шаргуу нухацтай, юмыг хэзээний эв дүйтэй хийж сурсан хүчиндээ бүрэн итгэсэн шинж чанар юм."	ерөнхий шинж	generic character	<p>ерөнхий шинж: generic character</p>	[sound:132264.mp3]	1635	132264
хэрэгт	look up					[sound:120721.mp3]	1635	120721
шинжлэх	dissection	" Хойшдоо шинжлэх ухааны боловсон эмнэлэг дэлгэрч, эрдэмтэн эмч доктортой болсон цагт ийм гай зовлон тохиолдохгүй болно.
Бас тус улсын шинжлэх ухааны хүрээлэнгээс урьдын монгол хэлний зарим нэгэн сонирхол бүхий зохиолуудыг хэвлэсээр ирсэн байдаг.
Тиймийн тул эдүгээ үеийн хувьсгалч нар ба эрдэмтэн болон уран зохиолч нар урьд үеийг шинжлэн судлах ажлыг хийвэл зохилтой."	сансар огторгуйг судлан шинжлэх	cosmic research	<p>мэдээллийг нарийн шинжлэх: the dissection of the information</p><p>сансар огторгуйг судлан шинжлэх: cosmic research</p>	[sound:132331.mp3]	1634	132331
ханш	price	Энэ сарын валютын ханш тогтвортой байна.	валютын чөлөөт хөвөгч ханш	variable exchange rate	<p>ханшны хүснэгт: list of quotations</p><p>валютын ханш: multiple exchange rates</p><p>валютын ханш бууруулах: to reduce the exchange rate</p><p>валютын ханш: the rate of exchange</p><p>валютын ашигтай ханш: profitable rate of exchange</p><p>валютын боломжтой ханш: fair rate of exchange</p><p>боломжийн ханш: fair rate of exchange</p><p>валютын хэлбэлзэх ханш: free exchange rate</p><p>валютын ханшны зөвшөөрөх хэлбэлзлийн хязгаар: limits of the permitted fluctuation of the foreign exchange rates</p><p>валютын чөлөөт хөвөгч ханш: variable exchange rate</p>	[sound:105869.mp3]	1632	105869
харилцаа	nexus		бизнесийн харилцаа	business intercourse	<p>гурван талын харилцаа: three-way relation</p><p>найрсаг харилцаа тогтоох: to maintain friendly relations</p><p>харилцаа муудах: deterioration of relations</p><p>дипломат харилцаа тасрах: a break in diplomatic relations</p><p>утга учиртай харилцаа холбоо: a meaningful relationship</p><p>байнгын холбоо харилцаа: static relationship</p><p>шууд харилцаа: direct contact</p><p>бизнесийн харилцаа: business intercourse</p><p>Харилцаа холбооны Ёс зүйн заалт: Communications Decency Act</p><p>бизнесийн харилцаа: business intercourse</p>	[sound:106685.mp3]	1629	106685
нарт	sunny	"Нарт ертөнцийн дор суугаа Марс од оо!
Амрагийн сэтгэл гэгч имрэн үзэх биегүй атлаа алаг нүднээ бахдах нарт хорвоогийн асар бялхам үйл учралыг түмэнтээ тусгах хайрын хишиг буй заа."	нарт тэнгэрийн дор	under sunny skies	<p>нарт тэнгэрийн дор: under sunny skies</p>	[sound:61886.mp3]	1617	61886
хорих	withdrawal	"Мөн гэрээс Сүнжидмаа гарч нохой хорив.
Үхэр малын хүйдсийг саравчны хоёр шанаанд салхи шуурга хорих хаалт болгов.
 Намайг айлын бэр болгон богтлох гээд хөл хорив бололтой.
 Эцэг эхчүүд охидоо шөнийн цагаар гадагш гарахыг чандлан хорьдог тул хүмүүсийн дотор сэрхийн бие биеэ харна.
Түүхийн дурсгал хэн хүн эвдвэл торгууль таван мянган рупи эсвэл гурван сар гянданд хорих болно гэжээ"	тусгаарлан хорих	to keep in confinement	<p>түр хорих газарт байгаа сэжигтнүүд: suspects in custody</p><p>урьдчилан хорих: detention on remand</p><p>тусгаарлан хорих: to keep in confinement</p>	[sound:110864.mp3]	1613	110864
